STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LU,Luxembourg,2014,,366,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LU,Luxembourg,2015,,418,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LU,Luxembourg,2016,,417,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LU,Luxembourg,2017,,438,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LU,Luxembourg,2018,,443,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LU,Luxembourg,2019,,463,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LU,Luxembourg,2020,,268,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LU,Luxembourg,2021,,304,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LU,Luxembourg,2022,,389,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LU,Luxembourg,2023,,505,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LU,Luxembourg,2024,,556,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2004,,806,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2005,,889,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2006,,986,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2007,,975,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2008,,941,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2009,,748,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2010,,741,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2011,,733,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2012,,717,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2013,,721,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2014,,644,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2015,,590,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2016,,584,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2017,,596,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2018,,624,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2019,,643,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2020,,413,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2021,,361,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2022,,541,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2023,,612,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,LV,Latvia,2024,,698,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,ME,Montenegro,2013,,73,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,ME,Montenegro,2014,,76,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,ME,Montenegro,2015,,81,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,ME,Montenegro,2016,,84,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,ME,Montenegro,2017,,60,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,ME,Montenegro,2018,,67,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,ME,Montenegro,2019,,66,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,ME,Montenegro,2020,,28,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,ME,Montenegro,2022,,52,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2009,,155,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2010,,155,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2011,,145,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2012,,99,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2013,,80,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2014,,80,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2015,,177,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2016,,83,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2017,,59,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2018,,63,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2019,,62,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2020,,25,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2021,,25,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2022,,46,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2023,,32,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,MK,North Macedonia,2024,,26,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2004,,14509,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2005,,15153,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2006,,15889,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2007,,16325,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2008,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2009,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2010,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2011,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2012,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2013,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2014,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2015,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2016,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2017,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2018,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2019,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2020,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2021,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2022,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2023,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NL,Netherlands,2024,,17019,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2004,,2620,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2005,,2723,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2006,,2833,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2007,,2958,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2008,,3123,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2009,,3080,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2010,,3186,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2011,,3076,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2012,,3092,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2013,,3260,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2014,,3440,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2015,,3555,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2016,,3695,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2017,,3584,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2018,,3722,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2019,,3715,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2020,,1804,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2021,,1780,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2022,,3079,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2023,,3513,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,NO,Norway,2024,,3876,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2004,,18430,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2005,,17882,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2006,,18240,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2007,,19524,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2008,,19762,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2009,,18128,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2010,,17485,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2011,,17633,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2012,,17674,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2013,,16659,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2014,,15885,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2015,,17240,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2016,,19067,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2017,,20215,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2018,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2019,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2020,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2021,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2022,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2023,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PL,Poland,2024,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2004,,3752,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2005,,3809,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2006,,3876,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2007,,3987,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2008,,4213,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2009,,4213,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2010,,4111,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2011,,4237,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2012,,3803,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL(1.0),Passengers transported,A,Annual,MIO_PKM,Millions of passenger-kilometres,PT,Portugal,2013,,3649,,,,,
